Gridcode,bio4,bio10,bio11,bio15,bio16,bio17,forest,grassland,farmland,urban,barren
100090188,1585.19,20.27,-20.54,98,299,19.18,0.927536,0.047101,0.025362,0,0
100090189,1583.56,19.34,-21.4,98.15,318.55,21.5,1,0,0,0,0
100090190,1592.58,19.61,-21.34,98.5,318.94,21.44,1,0,0,0,0
100090191,1597.71,19.44,-21.66,98.44,325.88,21.5,0.99,0.01,0,0,0
100090192,1597.36,18.31,-22.76,98.13,348.63,22.25,0.7475,0.205,0.0425,0,0
100090193,1608.5,19.11,-22.26,98,338.94,21.94,0.9225,0.015,0.0625,0,0
100090194,1619.42,19.89,-21.75,98.5,331.05,21.1,0.885,0.03,0.085,0,0
100090195,1621.74,19.73,-21.95,98.38,338,21.38,0.985,0.0075,0.0075,0,0
100090196,1620,19.55,-22.11,98.5,344.38,21.56,0.9475,0.03,0.0225,0,0
100090197,1618.86,19.73,-21.89,98.69,344.88,21.06,0.925,0.0575,0.0175,0,0
100090198,1613.9,19.63,-21.88,98.9,349.9,20.8,0.975,0.0225,0.0025,0,0
100090199,1609.09,19.64,-21.74,99,352.25,20.19,0.865,0.115,0.02,0,0
100090200,1604.41,19.53,-21.75,98.88,357.06,20.38,0.9575,0.0275,0.015,0,0
100090201,1602.25,19.71,-21.52,99,355.56,20.06,0.96,0.035,0.005,0,0
100090202,1601.75,19.97,-21.29,98.88,354.38,20,0.9025,0.085,0.0125,0,0
100090203,1604.29,20.59,-20.75,98.25,347.6,20,0.5675,0.0325,0.4,0,0
100090204,1608.08,21.19,-20.28,98,341.38,19.63,0.2425,0.01,0.6325,0.115,0
100090205,1611.66,21.66,-19.92,97.88,336.44,19.13,0.075,0.005,0.915,0.005,0
100090206,1615.26,21.87,-19.84,96.75,335.44,20.69,0.0275,0,0.9475,0.025,0
100090207,1620.74,22.13,-19.73,95.75,333.95,22,0.04,0.01,0.8975,0.0525,0
100090208,1626.97,22.39,-19.65,95.06,332.06,22,0,0.015,0.985,0,0
100090209,1630.49,22.32,-19.85,94.94,334.94,21.31,0.0075,0,0.9925,0,0
100100190,1595.66,20.18,-20.86,99.92,312.83,20.25,1,0,0,0,0
100100191,1591.58,18.64,-22.29,99.06,341.75,21.81,0.95,0.04,0.005,0,0
100100192,1596.73,18.44,-22.61,99,348.31,22,0.9525,0.0275,0.0075,0,0
100100193,1604.96,19.11,-22.14,98.94,340.94,22,0.9125,0.01,0.0775,0,0
100100194,1610.95,19.32,-22.11,99.45,342,21.8,0.895,0.0075,0.0975,0,0
100100195,1611.99,19.09,-22.35,99.56,350.19,22,0.9375,0.0375,0.0225,0,0.0025
100100196,1613.41,19.4,-22.11,99.56,349,21.63,0.93,0.035,0.0325,0,0.0025
100100197,1611.14,19.18,-22.26,99.81,355.94,21.63,0.99,0.0075,0.0025,0,0
100100198,1608.06,19.16,-22.19,99.85,359.8,21.35,0.955,0.0325,0.0125,0,0
100100199,1600.46,18.53,-22.63,99.56,374.06,21.56,0.9275,0.0725,0,0,0
100100200,1601.18,19.36,-21.86,99.88,362.06,20.38,0.915,0.0675,0.0175,0,0
100100201,1601.26,19.86,-21.34,99.75,356.19,20,0.9925,0.0025,0.005,0,0
100100202,1602.08,20.45,-20.79,99.5,349.25,20,0.77,0.0225,0.2075,0,0
100100203,1602.44,20.76,-20.56,99.2,348.1,19.9,0.8275,0.0375,0.135,0,0
100100204,1605.71,21.23,-20.17,99.06,342.88,19.13,0.3825,0.02,0.5475,0.05,0
100100205,1605.56,20.73,-20.68,98.56,353.81,19.63,0.6875,0.085,0.2275,0,0
100100206,1610.94,21.49,-20.11,97.69,343.63,19.63,0.235,0.0125,0.7525,0,0
100100207,1615.49,21.8,-19.97,96.35,340.25,21.4,0.055,0.0075,0.9375,0,0
100100208,1622.3,22.24,-19.69,95.69,334.19,21.75,0.025,0,0.955,0.02,0
100100209,1628.23,22.51,-19.61,95.81,331,20.81,0.0025,0.005,0.99,0.0025,0
100100210,1630.93,22.68,-19.54,95.69,330.31,19.88,0,0.002646,0.997354,0,0
100110190,1591.44,19.56,-21.39,100.45,325.55,20.91,0.986667,0.004444,0.008889,0,0
100110191,1591.32,18.83,-22.11,100.31,340.94,21.69,0.98,0.005,0.015,0,0
100110192,1598.11,19.11,-21.99,100.38,340,21.88,0.9975,0,0.0025,0,0
100110193,1600.18,18.86,-22.28,100.56,347.38,21.94,0.9925,0.005,0.0025,0,0
100110194,1602.82,18.73,-22.48,100.25,353.95,21.95,0.97,0.025,0.005,0,0
100110195,1608.49,19.26,-22.1,100.44,349.19,21.56,0.95,0.0325,0.0175,0,0
100110196,1606.22,18.94,-22.33,100.56,357.69,21.75,0.985,0.015,0,0,0
100110197,1601.06,18.38,-22.8,100.44,371.19,21.94,0.9275,0.0675,0.005,0,0
100110198,1602.53,18.89,-22.32,100.6,366.4,21.6,0.89,0.0875,0.0225,0,0
100110199,1600.73,19.28,-21.89,100.69,363,20.88,0.92,0.0675,0.0125,0,0
100110200,1600.21,19.85,-21.36,100.81,356.94,19.94,0.88,0.065,0.025,0.03,0
100110201,1600.99,20.34,-20.87,100.75,351.63,19.69,0.9025,0.0425,0.0275,0.0275,0
100110202,1597.93,20.04,-21.13,100.31,359.88,20.13,0.935,0.03,0.035,0,0
100110203,1597.17,20.09,-21.08,100.25,362.05,19.5,0.965,0.0125,0.0225,0,0
100110204,1601.68,20.94,-20.36,99.94,351.13,19,0.4275,0.025,0.475,0.0725,0
100110205,1602.73,20.66,-20.67,99.38,357.81,19.06,0.81,0.0275,0.1625,0,0
100110206,1607.31,21.27,-20.26,98.63,349.25,19.19,0.37,0.005,0.625,0,0
100110207,1611.88,21.8,-19.86,97.75,341.85,19.25,0.065,0.0025,0.9325,0,0
100110208,1617.73,22.18,-19.64,97,336.38,19.44,0.085,0.0025,0.91,0.0025,0
100110209,1623.9,22.44,-19.55,96.88,332.63,18.81,0.0425,0,0.9575,0,0
100110210,1628.54,22.71,-19.43,96.69,328.75,18.44,0.01,0,0.99,0,0
100120191,1595.93,19.95,-21.12,101.95,325.9,20.6,0.915,0,0.085,0,0
100120192,1595.64,19.2,-21.83,101.65,341.3,21.7,0.99,0.005,0.005,0,0
100120193,1595.04,18.57,-22.44,101.55,354.85,21.95,0.97,0.0225,0.0075,0,0
100120194,1602.65,19.36,-21.86,101.76,345.4,21.64,0.9925,0.0075,0,0,0
100120195,1605.16,19.43,-21.83,101.75,348.25,21.35,0.95,0.0025,0.035,0.0125,0
100120196,1599.16,18.66,-22.44,101.55,365.2,21.85,0.9525,0.0275,0.02,0,0
100120197,1594.82,18.16,-22.83,101.6,377.3,22,0.9125,0.07,0.0175,0,0
100120198,1594.73,18.46,-22.54,101.56,376.28,21.84,0.8525,0.1375,0.0075,0,0
100120199,1596.04,19.22,-21.84,101.75,367.05,21.1,0.97,0.0225,0.005,0,0
100120200,1597.25,19.91,-21.22,102.1,359.3,19.6,0.875,0.0875,0.0175,0.02,0
100120201,1592.94,19.5,-21.53,101.7,369.6,20.1,0.92,0.05,0.03,0,0
100120202,1589.85,19.2,-21.75,101.25,377.8,20.4,0.8625,0.0975,0.04,0,0
100120203,1590.81,19.64,-21.36,101.28,373.2,19.48,0.975,0.015,0.01,0,0
100120204,1596.15,20.67,-20.51,100.8,359,19.05,0.5,0.04,0.4125,0.0475,0
100120205,1595.7,19.89,-21.27,100.1,374.35,19.85,0.9675,0.0125,0.02,0,0
100120206,1601.65,20.96,-20.38,99.55,357.4,19.1,0.3575,0,0.6425,0,0
100120207,1605.92,21.39,-20.09,98.8,351.32,19.12,0.185,0.0025,0.8125,0,0
100120208,1611.04,21.82,-19.81,98.4,344.6,18.9,0.125,0.0075,0.8425,0.025,0
100120209,1617.46,22.36,-19.47,98.05,335.95,18.1,0.0525,0.0025,0.94,0.005,0
100120210,1622.44,22.59,-19.4,97.6,332.35,18,0.025,0,0.9725,0.0025,0
100120211,1625.29,22.93,-19.13,96.85,326.9,18,0.05,0,0.935,0.015,0
100130191,1593.13,19.81,-21.18,103,331,20.81,1,0,0,0,0
100130192,1592.44,19.27,-21.69,102.75,342.19,21.63,0.935,0.03,0.035,0,0
100130193,1596.2,19.48,-21.57,103,342.13,21.31,0.985,0.0075,0.0075,0,0
100130194,1593.8,18.62,-22.34,102.65,360.25,21.9,0.9325,0.0525,0.01,0,0
100130195,1595.43,18.81,-22.21,103,361.13,21.69,0.93,0.0525,0.0175,0,0
100130196,1593.05,18.44,-22.49,102.88,370.75,21.94,0.8825,0.05,0.0625,0,0
100130197,1589.49,18.04,-22.82,102.69,381.63,22,0.8375,0.1275,0.0275,0,0
100130198,1587.53,18.11,-22.7,102.8,385.25,21.95,0.87,0.07,0.045,0,0
100130199,1587.39,18.53,-22.31,102.63,382.19,21.75,0.9475,0.04,0.0125,0,0
100130200,1589.13,19.25,-21.65,103,374.31,20.63,0.865,0.0825,0.0425,0.01,0
100130201,1585.87,19.08,-21.77,102.63,380.69,20.13,0.8225,0.1175,0.03,0.03,0
100130202,1584.07,18.98,-21.84,102.38,385.88,19.75,0.8025,0.165,0.0325,0,0
100130203,1587.64,19.96,-20.95,102.35,371.75,19,0.6925,0.0875,0.1575,0.0625,0
100130204,1590.73,20.59,-20.46,101.75,363.81,19.06,0.51,0.0175,0.425,0.0475,0
100130205,1591.49,20.13,-20.94,101.13,373.88,19.06,0.865,0.0825,0.0525,0,0
100130206,1593.44,20.36,-20.79,100.25,371.63,19.25,0.2775,0.1625,0.56,0,0
100130207,1599.38,21.18,-20.15,99.8,358.25,19,0.1225,0.0125,0.865,0,0
100130208,1604.33,21.81,-19.66,99.13,348.31,18.63,0.0525,0.0025,0.94,0.005,0
100130209,1607.53,21.89,-19.68,98.88,347.13,18.25,0.075,0,0.9175,0.0075,0
100130210,1612.04,22.36,-19.36,98.13,339.44,18,0.0175,0,0.98,0.0025,0
100130211,1613.38,22.6,-19.16,97.75,337.19,18,0.01,0.0025,0.9875,0,0
100130212,1608.02,23.02,-18.61,96.63,337.75,18.75,0.036789,0.003344,0.959866,0,0
100140190,1587.89,19.64,-21.27,103.67,334,21,0.904762,0.002801,0.092437,0,0
100140191,1591.34,19.7,-21.23,103.75,334.88,20.94,0.9975,0.0025,0,0,0
100140192,1591.71,19.5,-21.43,103.88,340.88,21.38,0.9575,0.0275,0.015,0,0
100140193,1587.22,18.64,-22.18,103.69,357.88,21.88,0.95,0.04,0.0075,0,0
100140194,1589.77,18.63,-22.22,103.85,361.8,21.85,0.9425,0.05,0.0075,0,0
100140195,1588.6,18.48,-22.33,103.75,368.13,21.81,0.94,0.025,0.0325,0.0025,0
100140196,1586.58,18.18,-22.59,103.81,377.25,21.81,0.9525,0.0375,0.0025,0,0
100140197,1583.1,17.8,-22.89,103.75,388.19,21.75,0.92,0.0575,0.0175,0,0
100140198,1582.77,18.14,-22.57,103.75,387.45,21.45,0.945,0.055,0,0,0
100140199,1583.78,18.78,-21.94,103.94,380.94,20.81,0.9975,0.0025,0,0,0
100140200,1583.01,19.17,-21.57,103.81,379.25,20.31,0.9175,0.0675,0.01,0.005,0
100140201,1579.19,18.73,-21.93,103.75,390.19,20,0.8475,0.1125,0.025,0,0
100140202,1580.88,19.34,-21.41,103.56,383.5,19.19,0.8425,0.11,0.0475,0,0
100140203,1582.96,19.94,-20.88,102.95,376.55,19.2,0.785,0.0675,0.0775,0.07,0
100140204,1583.96,19.98,-20.88,102.56,378.44,19,0.95,0.03,0.02,0,0
100140205,1586.3,20.26,-20.67,101.81,375.19,19,0.4775,0.175,0.3475,0,0
100140206,1589.46,20.74,-20.29,101.25,368.06,19,0.0825,0.1,0.815,0,0.0025
100140207,1594.49,21.44,-19.76,100.55,357.3,19,0.04,0.015,0.945,0,0
100140208,1597.6,21.79,-19.49,100.06,352,18.25,0.0275,0.0025,0.97,0,0
100140209,1599.34,21.85,-19.49,99.25,351.94,18.06,0.0025,0,0.9975,0,0
100140210,1601.78,22.22,-19.2,98.81,346.06,18,0,0,1,0,0
100140211,1601.36,22.54,-18.91,98,343.44,18,0.0025,0,0.9975,0,0
100140212,1598.23,23.11,-18.25,97.33,340.67,18.22,0,0,0.997275,0,0
100150189,1585.54,19.72,-21.11,104.82,333.82,20.06,0.883721,0.049419,0.06686,0,0
100150190,1581.41,18.88,-21.83,104.06,349.5,21.88,0.9425,0.04,0.0175,0,0
100150191,1587.96,19.69,-21.15,104.81,338,20.88,0.9225,0.0275,0.05,0,0
100150192,1589.23,19.45,-21.42,105.06,344.5,21,0.8675,0.0675,0.065,0,0
100150193,1583.39,18.29,-22.39,104.5,365.44,21.69,0.9575,0.0375,0,0,0
100150194,1587.2,18.86,-21.93,104.85,359.35,21.1,0.895,0.0775,0.0275,0,0
100150195,1584.77,18.51,-22.23,104.81,369.5,20.94,0.9925,0.0075,0,0,0
100150196,1580.8,18.08,-22.54,104.75,381.13,21.19,0.9125,0.075,0.0125,0,0
100150197,1577.51,17.91,-22.65,104.75,389.31,21.31,0.945,0.045,0.0075,0,0
100150198,1577.26,18.34,-22.22,104.85,386.6,20.95,0.935,0.055,0.01,0,0
100150199,1576.24,18.52,-22.03,104.94,388.81,20.69,0.9825,0.015,0.0025,0,0
100150200,1576.09,18.94,-21.64,104.88,386.75,20.31,0.8775,0.07,0.0525,0,0
100150201,1573.62,18.68,-21.84,104.56,394.88,20.31,0.955,0.0375,0.0075,0,0
100150202,1576.06,19.39,-21.2,104.19,386.5,19.25,0.9825,0.0125,0.005,0,0
100150203,1578.11,19.84,-20.85,104.05,382.9,19.1,0.7625,0.05,0.185,0.0025,0
100150204,1579,19.84,-20.88,103.13,384.94,19,0.93,0.015,0.055,0,0
100150205,1582.19,20.58,-20.26,102.69,373.81,19,0.2275,0.0875,0.685,0,0
100150206,1584.91,21.17,-19.76,102.38,364.69,19,0.0325,0.015,0.9525,0,0
100150207,1588.58,21.68,-19.38,101.85,357.45,18.5,0.0225,0.0025,0.975,0,0
100150208,1590.31,21.88,-19.23,101.13,354.88,18.06,0.0175,0.005,0.9775,0,0
100150209,1591.35,22.06,-19.08,100.38,351.81,18,0.015,0,0.98,0.005,0
100150210,1590.88,22.08,-19.08,99.31,352.81,18,0,0.015,0.985,0,0
100150211,1589.23,22.38,-18.74,98.94,350.94,18,0,0.0025,0.9975,0,0
100150212,1585.68,22.95,-18.1,98.3,347.85,18.05,0,0,0.9925,0,0
100150213,1580.07,23.57,-17.34,97.86,346,18.43,0,0,1,0,0
100160189,1584.8,19.89,-20.95,105.9,335.15,19.5,0.4025,0.1025,0.495,0,0
100160190,1580.17,19.09,-21.57,105.19,349.06,21.38,0.81,0.0575,0.1325,0,0
100160191,1580.09,18.91,-21.73,105.56,353.94,21,0.95,0.04,0.0075,0.0025,0
100160192,1584.34,19.22,-21.53,106.06,350.75,20.44,0.9575,0.035,0.005,0.0025,0
100160193,1580.46,18.39,-22.23,105.94,365.94,20.88,0.9025,0.075,0.02,0.0025,0
100160194,1580.78,18.47,-22.15,105.9,367.8,20.75,0.58,0.1925,0.2125,0.015,0
100160195,1577.94,18.19,-22.36,105.81,377.19,20.94,0.905,0.075,0.02,0,0
100160196,1576.32,18.28,-22.23,106,379.88,20.81,0.9775,0.0225,0,0,0
100160197,1572.06,18.08,-22.31,105.81,388,20.94,0.92,0.0625,0.0175,0,0
100160198,1572.5,18.75,-21.66,106,382.05,20.35,0.8775,0.08,0.04,0.0025,0
100160199,1567.47,18.04,-22.26,105.5,400.38,20.75,0.93,0.0575,0.01,0.0025,0
100160200,1568.83,18.69,-21.69,105.44,394.56,20.31,0.915,0.055,0.0225,0,0
100160201,1568.53,18.94,-21.43,105.25,394.81,20.13,0.9975,0.0025,0,0,0
100160202,1572.76,20.05,-20.5,105.75,379.88,18.38,0.69,0.005,0.3025,0.0025,0
100160203,1575.59,20.53,-20.13,105.35,375.8,18.35,0.3325,0.0025,0.6275,0.0375,0
100160204,1576.11,20.39,-20.26,104.56,380.5,18.69,0.665,0.0125,0.3225,0,0
100160205,1578.2,20.83,-19.93,103.88,374.31,18.81,0.2925,0.0125,0.695,0,0
100160206,1579.72,21.26,-19.54,103.31,368.13,18.5,0.0325,0.005,0.9625,0,0
100160207,1581.89,21.55,-19.32,102.5,364.05,18.4,0.06,0.015,0.925,0,0
100160208,1582.56,21.75,-19.16,101.81,361.19,18.13,0.0275,0.0075,0.965,0,0
100160209,1583.17,21.99,-18.96,100.88,358.19,18,0.005,0.0025,0.9925,0,0
100160210,1582.28,22.26,-18.64,100.25,354.75,18,0.0125,0.005,0.9825,0,0
100160211,1577.86,22.2,-18.64,99.69,359.31,18,0,0.005,0.995,0,0
100160212,1572.63,22.54,-18.16,99.1,359.05,18,0.0025,0.0025,0.995,0,0
100160213,1566.94,22.99,-17.55,98.06,360.06,19.06,0,0.0025,0.9975,0,0
100160214,1562.09,23.58,-16.89,97.25,358.38,19.63,0,0,1,0,0
100170188,1587.12,20.59,-20.33,107.8,328.13,17.13,0.104575,0.065359,0.830065,0,0
100170189,1581.41,19.74,-21.01,106.88,341.96,19.44,0.325,0.2975,0.3775,0,0
100170190,1578.11,19.26,-21.37,106.3,350.35,20.25,0.715,0.14,0.145,0,0
100170191,1577.3,18.94,-21.63,106.55,356.55,20.5,0.885,0.0525,0.0425,0.02,0
100170192,1574.92,18.34,-22.14,106.45,367.4,20.95,0.9275,0.0675,0.005,0,0
100170193,1575.61,18.38,-22.12,106.85,368.85,20.9,0.83,0.0975,0.0625,0.01,0
100170194,1572.14,17.97,-22.42,106.84,378.72,21.16,0.405,0.2975,0.2925,0,0.005
100170195,1568.5,17.68,-22.59,106.65,388.05,21.2,0.4575,0.295,0.2475,0,0
100170196,1565.15,17.61,-22.6,106.7,394.5,21.25,0.7875,0.0975,0.11,0,0
100170197,1565.38,18.19,-22.04,107.15,389.35,20.7,0.8075,0.1325,0.0575,0.0025,0
100170198,1566.2,18.94,-21.32,107.28,382.68,20.2,0.935,0.045,0.02,0,0
100170199,1566.24,19.4,-20.9,107.45,381.8,19.7,0.8825,0.07,0.0475,0,0
100170200,1563.27,19.21,-21.04,107.15,390.35,19.85,0.96,0.025,0.0125,0.0025,0
100170201,1565.53,19.79,-20.54,106.85,385.7,19.35,0.8125,0.0225,0.165,0,0
100170202,1566.66,20.14,-20.23,106.85,383.6,18.45,0.77,0,0.23,0,0
100170203,1569.07,20.66,-19.81,106.2,378.64,18.04,0.35,0.005,0.6125,0.0325,0
100170204,1570.61,20.79,-19.74,105.6,379.05,18.1,0.3175,0.0075,0.6425,0.0325,0
100170205,1572.76,21.18,-19.44,104.95,373.95,17.95,0.1225,0.005,0.8725,0,0
100170206,1572.95,21.23,-19.41,104.2,374.05,17.85,0.1225,0.035,0.8425,0,0
100170207,1575.6,21.74,-18.97,103.4,366.36,17.4,0.04,0.0225,0.9375,0,0
100170208,1575.18,21.9,-18.82,102.45,364.45,17.35,0.0025,0,0.9975,0,0
100170209,1575.26,22.17,-18.54,101.85,360.5,17.5,0,0,1,0,0
100170210,1571.65,22.07,-18.56,101.2,363.35,18,0.0025,0.0075,0.99,0,0
100170211,1565.77,21.92,-18.59,100.35,369,18,0,0.005,0.995,0,0
100170212,1558.98,22.09,-18.25,99.84,371.4,17.96,0.005,0.01,0.985,0,0
100170213,1553.18,22.66,-17.54,98.9,369.65,18.15,0.0025,0.0025,0.995,0,0
100170214,1546.61,23.38,-16.66,97.8,366.8,19.9,0,0,1,0,0
100180188,1583.68,20.25,-20.58,108.69,336.81,17.56,0.075188,0.117794,0.807018,0,0
100180189,1575.24,19.09,-21.47,107.45,355.85,19.95,0.45,0.3075,0.24,0,0
100180190,1572.89,18.9,-21.56,107.31,359.69,20.44,0.6675,0.2875,0.045,0,0
100180191,1568.03,18.2,-22.13,106.81,372.13,21,0.94,0.0525,0.0025,0,0
100180192,1568.67,18.22,-22.08,107.13,372.56,20.94,0.88,0.065,0.02,0.035,0
100180193,1567.76,18,-22.25,107.38,377.56,21,0.915,0.075,0.01,0,0
100180194,1568.87,18.28,-22.01,107.85,375,20.8,0.7625,0.0975,0.14,0,0
100180195,1568.66,18.58,-21.71,108.19,374.13,20.44,0.7275,0.17,0.1025,0,0
100180196,1563.29,18.38,-21.78,108,383.25,20.5,0.8625,0.095,0.04,0.0025,0
100180197,1557.83,18.25,-21.76,107.94,391.63,20.69,0.8475,0.1275,0.025,0,0
100180198,1556.07,18.7,-21.3,108.2,390.9,20.25,0.95,0.0425,0.005,0.0025,0
100180199,1558.19,19.64,-20.43,108.31,382.13,19.38,0.7225,0.0325,0.2325,0.0125,0
100180200,1555.58,19.56,-20.48,108.06,389.5,19.44,0.955,0.0225,0.0225,0,0
100180201,1559.01,20.38,-19.79,108,380.88,19.06,0.4875,0.0125,0.5,0,0
100180202,1559.08,20.34,-19.85,107.5,386,19,0.6125,0.0075,0.38,0,0
